Orig_Inv_Ttl_Prod_Value,DateTransactionJulian,DateInvoiceJulian,Total_Credit,Orig_Inv_Total_Due,Reference1,NameAlpha,State,City,ZipCodePostal,Country,City99,Return_By_State,Return_By_Zip,Return_Country,Error_Desc
2471.34,2019-02-23,2019-02-19,2224.206,2471.34,RXRD842194,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
7746.79,2019-02-23,2019-02-22,6972.111,7746.79,RXRD843059,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
3244.91,2019-02-23,2019-02-22,2920.419,3244.91,RXRD843065,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
6578.18,2019-02-23,2019-02-19,5920.362,6578.18,SACKR00130105PX,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
3537.65,2019-02-23,2019-02-19,3183.885,3537.65,SACKR00930122AM2,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
4552.46,2019-02-23,2019-02-19,4097.214,4552.46,SACKR03230108MP,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
343.0,2019-02-23,2019-02-19,308.7,343.0,SHF0219,MCKESSON CORPORATION,NY,WEST SENECA,14224,USA,SHEFFIELD,PA,16347,USA,
80.0,2019-02-23,2019-02-22,72.0,80.0,TIO0219,MCKESSON CORPORATION,NY,WEST SENECA,14224,USA,TIONESTA,PA,16353,USA,
0.0,2019-02-23,2019-02-19,0.0,0.0,TOM011519ML-IMP,AMERISOURCEBERGEN DRUG CORP.,PA,BETHLEHEM,18017,USA,MARCUS HOOK,PA,19061,USA,
66.41,2019-02-23,2019-02-19,59.769,66.41,TPRF03191715368,CARDINAL HEALTH,IL,AURORA,60502,USA,LINDENHURST,NY,11757,USA,
0.55,2019-02-23,2019-02-19,0.495,0.55,TPRF05191715767,CARDINAL HEALTH,IL,AURORA,60502,USA,MOCA,PR,00676,USA,
59.7,2019-02-23,2019-02-19,53.73,59.7,TPRF05191717950,CARDINAL HEALTH,IL,AURORA,60502,USA,ALBANY,KY,42602,USA,
1342.18,2019-02-23,2019-02-19,1207.962,1342.18,TPRF05191718358,CARDINAL HEALTH,IL,AURORA,60502,USA,ST LOUIS,MO,63121,USA,
0.01,2019-02-23,2019-02-21,0.009,0.01,TPRF05191718678,CARDINAL HEALTH,IL,AURORA,60502,USA,ESCONDIDO,CA,92027,USA,
298.5,2019-02-23,2019-02-19,268.65,298.5,TPRF05191718680,CARDINAL HEALTH,IL,AURORA,60502,USA,BRONX,NY,10460,USA,
7894.36,2019-02-23,2019-02-19,7104.924,7894.36,TPRF06191718938,CARDINAL HEALTH,IL,AURORA,60502,USA,ST PETERSBURG,FL,33709,USA,
238.8,2019-02-23,2019-02-19,214.92,238.8,TPRF06191718946,CARDINAL HEALTH,IL,AURORA,60502,USA,NEW YORK,NY,10035,USA,
8.66,2019-02-23,2019-02-22,7.794,8.66,TPRF06191718955,CARDINAL HEALTH,IL,AURORA,60502,USA,BROOKLYN,NY,11220,USA,
5144.36,2019-02-23,2019-02-19,4629.924,5144.36,TPRF06191719236,CARDINAL HEALTH,IL,AURORA,60502,USA,ERIE,PA,16505,USA,
166.76,2019-02-23,2019-02-19,150.084,166.76,TPRF06191719274,CARDINAL HEALTH,IL,AURORA,60502,USA,MIRAMAR,FL,33025,USA,
355.69,2019-02-23,2019-02-19,320.121,355.69,TPRF06191719325,CARDINAL HEALTH,IL,AURORA,60502,USA,BRONX,NY,10454,USA,
3969.66,2019-02-23,2019-02-19,3572.694,3969.66,TPRF06191719418,CARDINAL HEALTH,IL,AURORA,60502,USA,HOUSTON,TX,77070,USA,
3168.5,2019-02-23,2019-02-19,2851.65,3168.5,TPRF06191719432,CARDINAL HEALTH,IL,AURORA,60502,USA,VIRGINIA BEACH,VA,23452,USA,
1245.7,2019-02-23,2019-02-19,1121.13,1245.7,TPRF06191719456,CARDINAL HEALTH,IL,AURORA,60502,USA,GREENVILLE,SC,29607,USA,
25.28,2019-02-23,2019-02-19,22.752,25.28,TPRF06191719498,CARDINAL HEALTH,IL,AURORA,60502,USA,MIRAMAR,FL,33025,USA,
2835.95,2019-02-23,2019-02-19,2552.355,2835.95,TPRF06191719552,CARDINAL HEALTH,IL,AURORA,60502,USA,JAMESTOWN,NY,14701,USA,
75.33,2019-02-23,2019-02-19,67.797,75.33,TPRF06191719664,CARDINAL HEALTH,IL,AURORA,60502,USA,BRONX,NY,10460,USA,
8821.19,2019-02-23,2019-02-19,7939.071,8821.19,TPRF06191719691,CARDINAL HEALTH,IL,AURORA,60502,USA,BROWNSVILLE,TX,78521,USA,
8944.86,2019-02-23,2019-02-19,8050.374,8944.86,TPRF06191719711,CARDINAL HEALTH,IL,AURORA,60502,USA,BROWNSVILLE,TX,78520,USA,
7753.43,2019-02-23,2019-02-19,6978.087,7753.43,TPRF06191719767,CARDINAL HEALTH,IL,AURORA,60502,USA,BROWNSVILLE,TX,78521,USA,
491.06,2019-02-23,2019-02-19,441.954,491.06,TPRF06191719777,CARDINAL HEALTH,IL,AURORA,60502,USA,BROOKLYN,NY,11235,USA,
6428.84,2019-02-23,2019-02-19,5785.956,6428.84,TPRF06191719788,CARDINAL HEALTH,IL,AURORA,60502,USA,SAN BENITO,TX,78586,USA,
287.54,2019-02-23,2019-02-19,258.786,287.54,TPRF06191719847,CARDINAL HEALTH,IL,AURORA,60502,USA,SAINT JAMES,NY,11780,USA,
69.68,2019-02-23,2019-02-19,62.712,69.68,TPRF06191719865,CARDINAL HEALTH,IL,AURORA,60502,USA,BRONX,NY,10460,USA,
76.3,2019-02-23,2019-02-22,68.67,76.3,TPRF07191720562,CARDINAL HEALTH,IL,AURORA,60502,USA,BRONX,NY,10466,USA,
7158.37,2019-02-23,2019-02-19,6442.533,7158.37,TPRF07191720597,CARDINAL HEALTH,IL,AURORA,60502,USA,BRONX,NY,10466,USA,
442.84,2019-02-23,2019-02-19,398.556,442.84,TPRF09191719692,CARDINAL HEALTH,IL,AURORA,60502,USA,BROWNSVILLE,TX,78521,USA,
212.66,2019-02-23,2019-02-19,191.394,212.66,TPRF14191719693,CARDINAL HEALTH,IL,AURORA,60502,USA,BROWNSVILLE,TX,78521,USA,
1063.3,2019-02-23,2019-02-19,956.97,1063.3,TPRF14191719705,CARDINAL HEALTH,IL,AURORA,60502,USA,CARMEL,NY,10512,USA,
425.32,2019-02-23,2019-02-19,382.788,425.32,TPRF14191719712,CARDINAL HEALTH,IL,AURORA,60502,USA,BROWNSVILLE,TX,78520,USA,
425.32,2019-02-23,2019-02-19,382.788,425.32,TPRF14191719768,CARDINAL HEALTH,IL,AURORA,60502,USA,BROWNSVILLE,TX,78521,USA,
637.98,2019-02-23,2019-02-19,574.182,637.98,TPRF14191719789,CARDINAL HEALTH,IL,AURORA,60502,USA,SAN BENITO,TX,78586,USA,
539.0,2019-02-23,2019-02-19,485.1,539.0,TPRF14191719848,CARDINAL HEALTH,IL,AURORA,60502,USA,SAINT JAMES,NY,11780,USA,
425.32,2019-02-23,2019-02-19,382.788,425.32,TPRF14191720598,CARDINAL HEALTH,IL,AURORA,60502,USA,BROWNSVILLE,TX,78526,USA,
25.0,2019-02-23,2019-02-22,22.5,25.0,UXR00734IMXG9R,ROCHESTER DRUG CO-OPERATIVE INC,NY,ROCHESTER,14624,USA,ISLAND PARK,NY,11558,USA,
3135.22,2019-03-30,2019-03-29,2821.698,3135.22,PLK1151090-823,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
281.98,2019-03-30,2019-03-29,253.782,281.98,PLK1151746-823,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
912.68,2019-03-30,2019-03-29,821.4119999999998,912.68,PLK1151749-823,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
6063.65,2019-03-30,2019-03-28,5457.285,6063.65,PLK1151750-1267,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
395.21,2019-03-30,2019-03-28,355.689,395.21,PLK4148540-823,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
395.21,2019-03-30,2019-03-28,355.689,395.21,PLK4149079-823,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
537.48,2019-03-30,2019-03-28,483.732,537.48,PLK4149830-823,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
19.39,2019-03-30,2019-03-28,17.451,19.39,PLK4150796-1267,CARDINAL HEALTH,IL,AURORA,60502,USA,WRENS,GA,30833,USA,
196.29,2019-03-30,2019-03-28,176.661,196.29,PLK4150867-823,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
532.88,2019-03-30,2019-03-28,479.592,532.88,PLK4150884-823,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
643.72,2019-03-30,2019-03-29,579.3480000000001,643.72,PLK4150982-823,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
136.68,2019-03-30,2019-03-29,123.012,136.68,PLK4151052-823,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
14.13,2019-03-30,2019-03-28,12.717,14.13,PLKA1150073-823,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
513.66,2019-03-30,2019-03-28,462.294,513.66,PLKA1150348-823,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
513.66,2019-03-30,2019-03-28,462.294,513.66,PLKA1150386-823,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
224.38,2019-03-30,2019-03-28,201.942,224.38,PLKA1150423-1267,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
349.16,2019-03-30,2019-03-29,314.244,349.16,PLKA1150428-1267,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
228.17,2019-03-30,2019-03-28,205.353,228.17,PLKA1150430-823,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
349.16,2019-03-30,2019-03-28,314.244,349.16,PLKA1150442-1267,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
271.98,2019-03-30,2019-03-28,244.782,271.98,PLKA1150452-823,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
131.1,2019-03-30,2019-03-28,117.99,131.1,PLKA1150456-1267,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
717.84,2019-03-30,2019-03-28,646.056,717.84,PLKA1150457-1267,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
36.0,2019-03-30,2019-03-28,32.4,36.0,PLKA1150492-1267,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
271.98,2019-03-30,2019-03-28,244.782,271.98,PLKA1150507-823,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
826.92,2019-03-30,2019-03-28,744.228,826.92,PLKA1150537-1267,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
360.0,2019-03-30,2019-03-28,324.0,360.0,PLKA1150540-1267,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
342.44,2019-03-30,2019-03-28,308.196,342.44,PLKA1150557-823,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
166.11,2019-03-30,2019-03-28,149.49900000000002,166.11,PLKA1150562-823,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
70.0,2019-03-30,2019-03-28,63.0,70.0,PLKA1150570-823,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
718.47,2019-03-30,2019-03-28,646.623,718.47,PLKA1150572-823,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
98.91,2019-03-30,2019-03-28,89.01899999999998,98.91,PLKA1150597-823,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
20.0,2019-03-30,2019-03-29,18.0,20.0,PLKA1150608-1267,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
349.17,2019-03-30,2019-03-29,314.25300000000004,349.17,PLKH5150992-1267,MCKESSON CORPORATION,TX,CONROE,77303,USA,LAKELAND,FL,33805,USA,
498.86,2019-03-30,2019-03-28,448.974,498.86,PLKH5150992-823,MCKESSON CORPORATION,TX,CONROE,77303,USA,LAKELAND,FL,33805,USA,
268.74,2019-03-30,2019-03-29,241.866,268.74,PLKR5149815-823,MCKESSON CORPORATION,TX,CONROE,77303,USA,LAKELAND,FL,33805,USA,
10.0,2019-03-30,2019-03-28,9.0,10.0,PLKR5149923-823,MCKESSON CORPORATION,TX,CONROE,77303,USA,LAKELAND,FL,33805,USA,
20.4,2019-03-30,2019-03-28,18.36,20.4,PLKR5149927-823,MCKESSON CORPORATION,TX,CONROE,77303,USA,LAKELAND,FL,33805,USA,
515.65,2019-03-30,2019-03-28,464.085,515.65,PLKR5149940-823,MCKESSON CORPORATION,TX,CONROE,77303,USA,LAKELAND,FL,33805,USA,
16.42,2019-03-30,2019-03-28,14.778000000000002,16.42,PLKR5150764-1267,MCKESSON CORPORATION,TX,CONROE,77303,USA,LAKELAND,FL,33805,USA,
191.4,2019-03-30,2019-03-28,172.26,191.4,PLKR5151001-1267,MCKESSON CORPORATION,TX,CONROE,77303,USA,LAKELAND,FL,33805,USA,
80.97,2019-03-30,2019-03-29,72.873,80.97,PLKR5151819-823,MCKESSON CORPORATION,TX,CONROE,77303,USA,LAKELAND,FL,33805,USA,
121.2,2019-03-30,2019-03-29,109.08,121.2,PLKR5151847-1267,MCKESSON CORPORATION,TX,CONROE,77303,USA,LAKELAND,FL,33805,USA,
477.74,2019-03-30,2019-03-28,429.966,477.74,PLKR7150810-823,VALUE DRUG COMPANY,PA,DUNCANSVILLE,16635,USA,DUNCANSVILLE,PA,16635,USA,
58.43,2019-03-30,2019-03-29,52.587,58.43,PLKR9149753-823,SMITH DRUG COMPANY,SC,SPARTANBURG,29301,USA,SPARTANBURG,SC,29301,USA,
107.18,2019-03-30,2019-03-28,96.462,107.18,PLKR9150970-1267,SMITH DRUG COMPANY,SC,SPARTANBURG,29301,USA,SPARTANBURG,SC,29301,USA,
131.55,2019-03-30,2019-03-29,118.395,131.55,PLKS5151125-1267,MCKESSON CORPORATION,TX,CONROE,77303,USA,LAKELAND,FL,33805,USA,
13027.73,2019-03-30,2019-03-28,11724.957,13027.73,PLKU4139062-823,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
538.26,2019-03-30,2019-03-28,484.434,538.26,PLKU4149757-823,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
181.94,2019-03-30,2019-03-28,163.746,181.94,PLKU4151038-1267,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
311.22,2019-03-30,2019-03-29,280.098,311.22,PLKU4151124-1267,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
1175.94,2019-03-30,2019-03-29,1058.346,1175.94,PLKU4151810-1267,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
114.65,2019-03-30,2019-03-27,103.185,114.65,PLR01220640102153-A,NC MUTUAL WHOLESALER DRUG CO,NC,DURHAM,27702,USA,CHRISTIANSBURG,VA,24073,USA,
478.56,2019-03-30,2019-03-26,430.704,478.56,PLR02217839102153-A,MCKESSON CORPORATION,NJ,ROBBINSVILLE,08691,USA,BASKING RIDGE,NJ,07920,USA,
381.73,2019-03-30,2019-03-29,343.557,381.73,PWP0119AMN,CARDINAL HEALTH,CA,ELK GROVE,95758,USA,ROCKLIN,CA,95677,USA,
613.15,2019-03-30,2019-03-26,551.835,613.15,QCR01221345102153-A,CARDINAL HEALTH,IL,AURORA,60502,USA,JOLIET,IL,60436,USA,
355.08,2019-03-30,2019-03-26,319.572,355.08,QCR05220790102153-A,CARDINAL HEALTH,NC,GREENSBORO,27407,USA,GULFPORT,MS,39503,USA,
848.78,2019-03-30,2019-03-26,763.9019999999998,848.78,QCR05220994102153-A,CARDINAL HEALTH,IL,AURORA,60502,USA,GULFPORT,MS,39501,USA,
118.35,2019-03-30,2019-03-27,106.515,118.35,QQCR031916388,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
654.98,2019-03-30,2019-03-26,589.482,654.98,RABF07191720575,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,EAST ORANGE,NJ,07018,USA,
1355.62,2019-03-30,2019-03-26,1220.058,1355.62,RABF07191720998,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,BRODHEAD,KY,40409,USA,
28.42,2019-03-30,2019-03-26,25.578000000000003,28.42,RABF07191721849,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,HOUSTON,TX,77065,USA,
55.0,2019-03-30,2019-03-25,49.5,55.0,RABF07191721869,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,HOUSTON,TX,77063,USA,
343.36,2019-03-30,2019-03-26,309.024,343.36,RABF07191721961,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,HELEN,GA,30545,USA,
0.01,2019-03-30,2019-03-26,0.009,0.01,RABF08191722854,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,LEVITTOWN,PA,19055,USA,
2302.95,2019-03-30,2019-03-26,2072.655,2302.95,RABF09191725136,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,TOMPKINSVILLE,KY,42167,USA,
2302.95,2019-03-30,2019-03-26,2072.655,2302.95,RABF09191725157,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,FRANKLIN,KY,42134,USA,
29.72,2019-03-30,2019-03-26,26.748,29.72,RABF09191725164,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,WINSLOW,ME,04901,USA,
67.5,2019-03-30,2019-03-26,60.75,67.5,RABF10191726120,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,DETROIT,MI,48205,USA,
68.25,2019-03-30,2019-03-26,61.425,68.25,RABF10191726536,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,TOMPKINSVILLE,KY,42167,USA,
59.7,2019-03-30,2019-03-26,53.73,59.7,RABF10191726543,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,FRANKLIN,KY,42134,USA,
184.17,2019-03-30,2019-03-26,165.753,184.17,RABF10191726580,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,TOMPKINSVILLE,KY,42167,USA,
2243.25,2019-03-30,2019-03-26,2018.925,2243.25,RABF10191726609,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,FRANKLIN,KY,42134,USA,
24.92,2019-03-30,2019-03-26,22.428,24.92,RABF10191726717,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,CINCINNATI,OH,45236,USA,
20.14,2019-03-30,2019-03-26,18.126,20.14,RABF10191727294,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,OLNEY,MD,20832,USA,
4.92,2019-03-30,2019-03-26,4.428,4.92,RABF10191727332,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,YONKERS,NY,10703,USA,
4.92,2019-03-30,2019-03-26,4.428,4.92,RABF101919726045,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SALISBURY,MD,21804,USA,
27.0,2019-03-30,2019-03-28,24.3,27.0,RABF11191727788,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,CENTRE,AL,35960,USA,
13.69,2019-03-30,2019-03-28,12.321,13.69,RABF11191727823,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,DETROIT,MI,48205,USA,
2243.25,2019-03-30,2019-03-28,2018.925,2243.25,RABF11191728141,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,TOMPKINSVILLE,KY,42167,USA,
2243.25,2019-03-30,2019-03-28,2018.925,2243.25,RABF11191728490,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,FRANKLIN,KY,42134,USA,
3396.48,2019-03-30,2019-03-28,3056.832,3396.48,RABF11191728549,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,WHITESVILLE,WV,25209,USA,
266.44,2019-03-30,2019-03-28,239.796,266.44,RABF11191728749,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,DERIDDER,LA,70634,USA,
0.23,2019-03-30,2019-03-29,0.207,0.23,RABF12191729585,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,POMPTON PLAINS,NJ,07444,USA,
74.02,2019-03-30,2019-03-28,66.618,74.02,RCXEK2221506811,CARDINAL HEALTH,TN,KNOXVILLE,37931,USA,BROOKLYN,NY,11214,USA,
1249.13,2019-03-30,2019-03-27,1124.217,1249.13,RCXEK3020706811,CARDINAL HEALTH,TN,KNOXVILLE,37931,USA,BROOKLYN,NY,11236,USA,
740.28,2019-03-30,2019-03-28,666.252,740.28,RCXRB1K30506811,CARDINAL HEALTH,TN,KNOXVILLE,37931,USA,JACKSONVILLE,FL,32256,USA,
1091.66,2019-03-30,2019-03-23,982.494,1091.66,RCXRR1K12206811,CARDINAL HEALTH,TN,KNOXVILLE,37931,USA,OCEAN SPRINGS,MS,39564,USA,
320.0,2019-03-30,2019-03-23,288.0,320.0,RCXRX1K22006811,CARDINAL HEALTH,TN,KNOXVILLE,37931,USA,BRONX,NY,10453,USA,
2581.0,2019-03-30,2019-03-28,2322.9,2581.0,RCXRX2K30606811,CARDINAL HEALTH,TN,KNOXVILLE,37931,USA,BROOKLYN,NY,11229,USA,
26.52,2019-03-30,2019-03-28,23.868,26.52,RQ1K30806811,SMITH DRUG COMPANY,SC,SPARTANBURG,29301,USA,NEW BERN,NC,28562,USA,
20.37,2019-03-30,2019-03-29,18.333,20.37,RW1JC2406812,N C MUTUAL WHOLESALE DRUG CO,NC,DURHAM,27703,USA,KINSTON,NC,28501,USA,
1503.19,2019-03-30,2019-03-29,1352.871,1503.19,RXR39103A3473,CARDINAL HEALTH,WV,WHEELING,26003,USA,WHEELING,WV,26003,USA,
223.69,2019-03-30,2019-03-29,201.321,223.69,RXRD849020,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
7744.15,2019-03-30,2019-03-29,6969.735,7744.15,RXRD849059,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
299.01,2019-03-30,2019-03-29,269.109,299.01,RXRD849143,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
29.78,2019-03-30,2019-03-27,26.802,29.78,RXRD851065,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
31.49,2019-03-30,2019-03-29,28.341,31.49,RXRD851078-SL,MCKESSON CORPORATION,GA,DULUTH,30096,USA,GASTONIA,NC,28052,USA,
4796.3,2019-03-30,2019-03-27,4316.67,4796.3,RXRD852058,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
5083.48,2019-03-30,2019-03-28,4575.132,5083.48,RXRD852097,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
9871.42,2019-03-30,2019-03-28,8884.278,9871.42,RXRD852183,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
9888.84,2019-03-30,2019-03-27,8899.956,9888.84,RXRD852192,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
2072.02,2019-03-30,2019-03-27,1864.818,2072.02,RXRD852222,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
3781.1,2019-03-30,2019-03-28,3402.99,3781.1,RXRD852253,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
9591.54,2019-03-30,2019-03-29,8632.386,9591.54,RXRD852501,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
8361.35,2019-03-30,2019-03-29,7525.215,8361.35,RXRD852502,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
8545.98,2019-03-30,2019-03-29,7691.382,8545.98,RXRD852519,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
5316.19,2019-03-30,2019-03-29,4784.571,5316.19,RXRD852868,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
2697.48,2019-03-30,2019-03-29,2427.732,2697.48,RXRD852870,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
4735.31,2019-03-30,2019-03-29,4261.779,4735.31,RXRD852948,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
1148.95,2019-03-30,2019-03-29,1034.055,1148.95,RXRD853081,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
5757.18,2019-03-30,2019-03-29,5181.462,5757.18,SACKR00030313AM1,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
5335.8,2019-03-30,2019-03-29,4802.22,5335.8,SACKR00130314PX2,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,RIDGEFIELD PARK,NJ,07660,USA,
